Naptan_Atco,Stop_Name
490008892N,LABURNUM AVENUE_RQ
490003786E,BEDFONT GREEN_C
490000074A,ELM PARK STATION <>_M
490000074B,ELM PARK STATION <>_C
490004675E,CALBOURNE AVENUE_P
490004675W,CALBOURNE AVENUE_G
490006152H,DOVERS CORNER_H
490006152G,DOVERS CORNER_G
490003954W,BETTERTON ROAD_S
490003954E,BETTERTON ROAD_L
490012338E,SOUTH STREET_MC
490012338W,SOUTH STREET_ME
490003786W,BEDFONT GREEN_N
490011591C,RIPPLESIDE CEMETERY_F
490011591W,RIPPLESIDE CEMETERY_T
490008741E,KING EDWARDS ROAD_V
490008741W,KING EDWARDS ROAD_W
490005096W,COMO STREET_P
490005529S,COMO STREET_G
490010507N,OAK STREET_R
490010507S,OAK STREET_F
490006340N,EASTERN AVENUE_S
490006340S,EASTERN AVENUE_E
490013045N,SUSAN CLOSE_T
490013045S,SUSAN CLOSE_D
490004010N,BIRCH ROAD_U
490004010S,BIRCH ROAD_C
490005602F,CORBETS TEY ROAD_F
490005602G,CORBETS TEY ROAD_L
490013924E,TUDOR GARDENS_G
490013924W,TUDOR GARDENS_K
490013455E,ARGYLE GARDENS_H
490013455W,ARGYLE GARDENS_J
490011093N,POND WALK
490011093S,POND WALK
490010014N,MOOR LANE
490010014S,MOOR LANE
490008423W,HUNTERS GROVE
490008423S,HUNTERS GROVE
490004594E,BURLAND ROAD_EN
490004594S,BURLAND ROAD_EB
490005033E,COLLIER ROW / NTH ROMFORD COMMUNITY CTR_EM
490003049W,ABBS CROSS LANE_Y
490012555S,STANLEY ROAD_Q
490012555N,STANLEY ROAD_T
490013083S,SUTTONS AVENUE_R
490013083N,SUTTONS AVENUE_S
490003050E,ABBS CROSS ACADEMY
490003050W,ABBS CROSS ACADEMY
490013471C,WOBURN AVENUE_E
490013471D,WOBURN AVENUE_K
490004781W,CARFAX ROAD_F
490014235E,CARFAX ROAD_J
490010169E,SOUTH HORNCHURCH LIBRARY_D
490010169W,SOUTH HORNCHURCH LIBRARY_K
490005098E,CHERRY TREE LANE_E
490005098W,CHERRY TREE LANE_J
490006153K,DOVERS CORNER_K
490006153J,DOVERS CORNER_J
490011395E,RAINHAM VILLAGE SCHOOL_E
490011395W,RAINHAM VILLAGE SCHOOL_P
490004341E,BRIGHTS AVENUE
490003102E,CANNING ROAD_AA
490004341W,BRIGHTS AVENUE
490003066E,ACER AVENUE
490003066W,ACER AVENUE
490005425M,CLIFTON ROAD_N
490005425L,CLIFTON ROAD_V
490005014E,CHARLTON ROAD
490005014W,CHARLTON ROAD
490006271E,DURHAM ROAD_NH
490003102W,CANNING ROAD_AQ
490006271W,DURHAM ROAD_NJ
490011452E,RAYNERS LANE
490006296W,EALING POLICE STATION_P
490013447H,DEAN GARDENS / MATTOCK LANE_H
4900063001,GREAT WEST ROAD_BT
490011660NA,ROMFORD POLICE STATION_Y
490013930S,UPPER BRENTWOOD ROAD_GQ
490015539W,MORLAND ROAD
490013930E,UPPER BRENTWOOD ROAD_GN
490014594W,WHITE HART LANE_WQ
490009801W,MELVILLE ROAD_WH
490010035E,LOWER ADDISCOMBE ROAD / DAVIDSON ROAD
490005438A,COLLIER ROW LIBRARY_ET
490013482W,SOUTH STREET_H
490013482E,SOUTH STREET_E
490015118W,ALBERT ROAD_G
490015118E,ALBERT ROAD_F
490011214W,PRINCES ROAD
490011214E,PRINCES ROAD
490006980W,FRANCES BARDSLEY ACADEMY
490006980E,FRANCES BARDSLEY ACADEMY
490005709W,CRANHAM ROAD_AK
490005839N,CROWN POINT / BEULAH HILL_CS
490009496E,CRANHAM ROAD_AL
490011870S,SALISBURY ROAD_AJ
490011870N,SALISBURY ROAD_AM
490013327S2,THE DRILL ROUNDABOUT_AH
490003559N,THE DRILL ROUNDABOUT_AV
490001115A,GIDEA PARK STATION #_PA
490012422E,UPPER BRENTWOOD ROAD_PL
490007779W,HARDLEY CRESCENT_PP
490001172K,KING'S CROSS ROAD_K
490005839S,CROWN POINT / BEULAH HILL_CQ
490007779E,HARDLEY CRESCENT
490011712W,ROSSLYN AVENUE
490011712E,ROSSLYN AVENUE
490011460W,RECREATION AVENUE
490001137C,HAROLD WOOD STATION #_C
490001137B,HAROLD WOOD STATION #_B
490015314E,CROWN LANE / CROWN POINT_CK
490011757M,THE ROYAL COURTS OF JUSTICE_M
490007683W,HALL VIEW
490003290E,AMBLECOTE ROAD_H
490003290W,AMBLECOTE ROAD_E
490013072Z,BUSHEY ROAD / THE GREEN_Z
490013063W,SUTTON BUS GARAGE_H
490013063E2,SUTTON BUS GARAGE
490005504N,COLLINGWOOD ROAD / BUSHEY ROAD_J
490004646S,BUSHEY ROAD / COLLINGWOOD ROAD_K
490003202N2,ALEXANDRA AVENUE
490003202N1,ALEXANDRA AVENUE
490005503N,COLLINGWOOD ROAD / OLDFIELDS ROAD
490005503S,COLLINGWOOD ROAD / OLDFIELDS ROAD
490012631N,STAYTON ROAD_SD
490012631S,STAYTON ROAD_SC
490014182S,WANDLE ROAD
490009157N,GREEN WRYTHE LANE_BA
490007519S,GREEN WRYTHE LANE_BB
490009860N,MIDDLETON ROAD
490009860S2,MIDDLETON ROAD
490010186N,NETLEY ROAD
490010186S,NETLEY ROAD
490015405RJ,BISHOPSFORD ROAD / ROSE HILL ROUNDABOUT_RJ
490015407N4,ROSE HILL / ROSE HILL ROUNDABOUT_RS
490011692N,ROSEHILL PARK WEST_RW
490011692S,ROSEHILL PARK WEST_RU
490011691P,CRANLEIGH GARDENS_Q
490004887N,BRIGHTON ROAD / CAVENDISH ROAD_C
490004887S,BRIGHTON ROAD / CAVENDISH ROAD_T
490006067N,DEVONSHIRE AVENUE_B
490006067S,DEVONSHIRE AVENUE_U
490007142N,GATTON CLOSE_A
490007142S,GATTON CLOSE_W
490005629H,SUTTON HOSPITAL_H
490009276E,HENRIQUES STREET_P
490013075G,SUTTON HOSPITAL_G
490013075J,SUTTON HOSPITAL_J
490006184E,DOWNS ROAD / BELMONT STATION #_E
490006184F,DOWNS ROAD / BELMONT STATION #_F
40004409033A,HIGHDOWN LANE
40004409033B,HIGHDOWN LANE
40004409034B,BANSTEAD DOWNS
40004409034A,BANSTEAD DOWNS
40004409035A,GRANGE GARDENS
40004409035B,GRANGE GARDENS
40004409036A,CROYDON LANE
40004409036B,CROYDON LANE
40004409045A,BANSTEAD / THE WOOLPACK
40004409045B,BANSTEAD / THE WOOLPACK
40004409047A,BANSTEAD / MARKS & SPENCER
40004409047B,BANSTEAD / MARKS & SPENCER
490014308E,WATNEY MARKET_E
490014308F,WATNEY MARKET_F
490007329S,GOUROCK ROAD_W
490014383W,MANOR DRIVE_Y
490009552N,MANOR DRIVE_B
490009832G,HAYDONS ROAD / MERTON HIGH STREET_SC
490009832H,HAYDONS ROAD / MERTON HIGH STREET_SB
490011376N,QUICKS ROAD_SD
490011376S,QUICKS ROAD_SA
490009655W,MARION RICHARDSON SCHOOL_LM
490009931N,MILTON ROAD_HK
490009931S,MILTON ROAD_HD
490003353E,ARBOUR SQUARE
490011847W,SADLER CLOSE
490011847F,LOVE LANE_F
490009119W,LEWIS ROAD
490009119E,LEWIS ROAD
490009003W,LAVENDER AVENUE
490009003E,LAVENDER AVENUE
490005068W,CHELSEA FIELDS
490005068E,CHELSEA FIELDS
490011789H,RUNNYMEDE_H
490009403W,LOWELL STREET_LJ
490005223K,CHRIST CHURCH_K
490015237B,COLLIERS WOOD STATION <>_B
490007938E,ABBEY ROAD_SE
490007938F,ABBEY ROAD_SH
490014733W,WIMBLEDON FIRE STATION_SQ
490014733E,WIMBLEDON FIRE STATION_SP
490002057D,MERTON PARK TRAM STOP >T<_MD
490002057C,MERTON PARK TRAM STOP >T<_MC
490009403E,LOWELL STREET_LC
490010057W,WILTON CRESCENT_ME
490010057E,WILTON CRESCENT_MV
490001339B,WIMBLEDON CHASE STATION #_MH
490001339A,WIMBLEDON CHASE STATION #_MT
490004832W,CARTERS BRIDGE_Q
490004832E,CARTERS BRIDGE_L
490011455S,RAYNES PARK HIGH SCHOOL_U
490011873E,SALMON LANE_LD
490012037N,SHANNON CORNER / BEVERLEY WAY_H
490009523S,MALDEN WAY / MALDEN ROAD_MP
490015370S,MANOR DRIVE NORTH_MR
490006493N,ELMBRIDGE AVENUE / SOUTHWOOD DRIVE
490014236N,WARREN DRIVE NORTH
490015195M,CITY ROAD / LEONARD STREET_M
490003963N,BEVERLEY WAY / GOALS SPORTS CENTRE_J
490011114BC,POPLAR RECREATION GRD / POPLAR STN [DLR]_D
490014648S,COLLIERS WOOD UNITED FOOTBALL CLUB
490007379N,GRASMERE AVENUE_L
490007379S,GRASMERE AVENUE_V
490013807E,THE POLKA THEATRE_SU
490009835J,MERTON ROAD_SV
490009835I,MERTON ROAD_ST
490006188R,DOYLE ROAD_R
490004093E,BLANDFORD CLOSE
490011114AD,POPLAR RECREATION GROUND [DLR]_E
490004093W,BLANDFORD CLOSE
490012336TK,SOUTH STREET_TK
490004326N,BRIDGEND ROAD_TD
490008289W1,HOLLAND WAY_H
490003146N,ALBEMARLE_PX
490003146S,ALBEMARLE
490009041HL,LEAS GREEN_HL
490009041HK,LEAS GREEN_HK
490013607E,THE SLADE / RAVINE GROVE_L
490011072W,PLUMSTEAD COMMON ROAD / WARWICK TERRACE_R
490011073W,PLUMSTEAD COMMON / THE SHIP_S
490011073E2,PLUMSTEAD COMMON / THE SHIP_J
490011073E1,PLUMSTEAD COMMON / THE SHIP_U
490008853W,KIRK LANE_T
490004098E,BLENDON TERRACE_H
490005742E,CRESCENT ROAD_WK
490005742S,BURRAGE ROAD / ARTHUR GROVE_WA
490008574P,THE WOOLWICH CENTRE_P
490008574X,ARTILLERY PLACE / JOHN WILSON STREET_X
490006981W,ARTILLERY PLACE / FRANCES STREET
490006981E,ARTILLERY PLACE / FRANCES STREET
490006632W,ERWOOD ROAD_A
490006632N,ERWOOD ROAD_E
490004916W,CEMETERY LANE_B
490004916E,CEMETERY LANE_D
490005013Q,CHARLTON PARK ROAD_Q
490005013E,CHARLTON PARK ROAD_C
490014075W,CHARLTON ROAD / VICTORIA WAY
490014075E,CHARLTON ROAD / VICTORIA WAY
490014978W1,WYNDCLIFF ROAD_BT
490014978E1,WYNDCLIFF ROAD_BS
490009755Q,MAZE HILL_Q
490009755P,MAZE HILL_P
490013290H,THE CLARENDON HOTEL_H
490013300J,THE CLARENDON HOTEL_J
490004066A,BLACKHEATH HOSPITAL_A
490004066B,BLACKHEATH HOSPITAL_B
490012772E,ST MARGARET'S CHURCH / BRANDRAM ROAD_D
490012772W,ST MARGARET'S CHURCH / BRANDRAM ROAD_C
490009239L,LOCKMEAD ROAD
490009239K,LOCKMEAD ROAD_K
490005860W,CROYDON ROAD_BE
490011185N,BECKENHAM HILL ROAD / PRIMROSE CLOSE_SC
490011185S,PRIMROSE CLOSE_SD
490001017A,BECKENHAM HILL STATION #_SB
490001017B,BECKENHAM HILL STATION #_SE
490008167N,HIGHLAND CROFT_SA
490008167S,HIGHLAND CROFT_SF
490012967S,STUMPS HILL LANE_U
490012967N,STUMPS HILL LANE_T
490005582S,COPERS COPE ROAD_W
490005582N,COPERS COPE ROAD_R
490005902E,ROKEBY SCHOOL_S
490003742S,BECKENHAM HOSPITAL_B
490003742N,BECKENHAM HOSPITAL_L
490006409N,EDEN PARK AVENUE_K
490006505E,ELMERS END / TESCO_E
490006505F,ELMERS END / TESCO_F
490013370E,KINGFISHER WAY
490013370W,THE GLADE
490002005W,ARENA TRAM STOP >T<_LB
490010109E,OLD STREET ROUNDABOUT_E
490010704S,RAINHAM ROAD SOUTH / DAGENHAM ROAD
490009312W,LONGHURST ROAD
490009312E,LONGHURST ROAD
490003421S,OASIS ACADEMY_AH
490004007S,BINGHAM ROAD_M
490004007N,BINGHAM ROAD_L
490012098N,SHIRLEY CLINIC_K
490013051W,SUSSEX ROAD_GQ
490008834E,KING STREET_BH
490013051E,SUSSEX ROAD_GP
490008443S,HURST VIEW ROAD
490008443N,HURST VIEW ROAD
490014472S,WEST HILL
490014472N,WEST HILL
490006508S,ELMFIELD WAY
490006508N,ELMFIELD WAY
490003397S,ARUNDEL AVENUE
490003397N,ARUNDEL AVENUE
490012748N,ST JOHN THE DIVINE CHURCH_E
490011047W,PLAISTOW POLICE STATION_BB
490009685E,MARLTON STREET_P
490009685W,MARLTON STREET_Q
490011398J,RAINTON ROAD_J
490011704E,WOOLWICH ROAD / VICTORIA WAY
490007093E2,WOOLWICH ROAD / GALLIONS ROAD
490001058F,CHARLTON STATION # / WOOLWICH ROAD_F
490011047E,PLAISTOW POLICE STATION_BK
490014247W,WARSPITE ROAD_U
40004410162B,CHURCH ROAD
490011247DC,PROSPECT VALE_DC
490010201W,NEW CITY ROAD_S
490007512S,GREENWICH PARK_S
490009115W,LEWISHAM ROAD_M
490009115E,LEWISHAM ROAD_J
40004409046A,GLENFIELD ROAD_E
40004409046B,GLENFIELD ROAD
490006301R,EALING TOWN HALL_R
490010201E,NEW CITY ROAD_BN
490000239H,TUFNELL PARK STATION<> / BRECKNOCK ROAD_TC
490010653E,CARLETON ROAD_TE
490004787S,CARLETON ROAD_TD
490008213N,HILLDROP ROAD_W
490008213S,HILLDROP ROAD_J
490009080E,BRECKNOCK ROAD_V
490015054S,CAMDEN ROAD_K
490008422S,CLIFF ROAD_L
490012345W2,CAMDEN PARK ROAD / CLIFF VILLAS_S
490012345W1,CAMDEN PARK ROAD_M
490013992F,RANDELL'S ROAD_F
490013992S,VALE ROYAL_P
490011415N,COPENHAGEN STREET_E
490011415S,RANDELL'S ROAD_B
490001171G,KING'S CROSS STATION <> # / YORK WAY_G
490003245E,ALL SAINTS CHURCH_T
490003245W,ALL SAINTS CHURCH_S
490007889E,HASELBURY ROAD_EC
490007889W,EDMONTON FIRE STATION_EE
490009413S,LOWER EDMONTON SCHOOL_EA
490009413N,LOWER EDMONTON SCHOOL_EH
490011571N,BURY STREET WEST_C
490001101H,ENFIELD CIVIC CENTRE_H
490006578G,ENFIELD CIVIC CENTRE_G
490005247N,BELL ROAD_N
490005247S,BELL ROAD_H
490013959W,UPTON PARK / PRIORY ROAD_Y
490005041W,CHASE SIDE_R
490007307A,GORDON HILL STATION #_A
490007307B,GORDON HILL STATION #_B
49003148B,CHASE FARM HOSPITAL / THE RIDGEWAY_B
490007634Q,HADLEY ROAD_Q
490001005D,ALEXANDRA PALACE STATION #_G
490001005C,ALEXANDRA PALACE STATION #_L
490001005B,PALACE GATES ROAD_M
490001005A,PALACE GATES ROAD_F
490011232S,PRIORY PARK_N
490009850W1,NIGHTINGALE LANE_L
490011650E,MIDDLE LANE_P
490012606SC,STATION APPROACH_SC
490013734E,TOTTENHAM LANE_R
490014509S,WESTON PARK_Y
490014509N,WESTON PARK_X
490010103S,MOUNT VIEW ROAD_H
490010103N,MOUNT VIEW ROAD_F
490000144A,MARBLE ARCH / BAYSWATER ROAD_A
490006078W,DICKENS ROAD
490013100H,SWAN & SUGAR LOAF_H
490010654S,OSSIAN ROAD_J
490010654N,OSSIAN ROAD_E
490014558N,WHARTON CLOSE
490014558S,WHARTON CLOSE
490000153BB,NEASDEN STATION <>_BB
490000153AA,NEASDEN STATION <>_AA
490011248CC,PROUT GROVE_CC
490011248DD,PROUT GROVE_DD
490003390E,ARRAGON ROAD_W
490014328C,WEALDSTONE BAPTIST CHURCH_C
490011367K,PONDERS END PARK_K
490000087GK,GOLDERS GREEN STATION <>_GK
490004091S,BLAKES LANE_MB
490012534S,TORRIDON ROAD / ST ANDREWS CHURCH_S
490011596E,RIVERDALE ROAD_F
490011596W,RIVERDALE ROAD_J
490003126W,AINTREE AVENUE
490011463W,SIDCUP HILL / CRAY ROAD_FU
490011463E,RECTORY LANE_FC
490003333N,ANNANDALE ROAD
490003333S,ANNANDALE ROAD
490009674W,MARLBOROUGH PARK AVENUE_T
490013489N,THE OVAL_L
490008601E,KATHERINE ROAD
490013489S,THE OVAL_S
490015262N,WELLINGTON AVENUE / BLACKFEN ROAD_M
490004059S,WESTWOOD LANE / BLACKFEN ROAD_Q
490014389S,WENDOVER WAY_P
490014389N,WENDOVER WAY_N
490014351P,BELLEGROVE ROAD / CHURCHFIELD ROAD_P
490001318B,WELLING STATION #_B
490003659Q,BARTLE AVENUE_Q
490001318A,WELLING STATION #_A
490009243E,LOCKSBOTTOM / ST MICHAEL'S CHURCH_HJ
490009243W,LOCKSBOTTOM / ST MICHAEL'S CHURCH_HK
490012600E,CROFTON ROAD / STARTS HILL ROAD_HN
490012600W,CROFTON ROAD / STARTS HILL ROAD_HL
490010512W2,OAKWOOD ROAD / ST PAUL'S CHURCH_CN
490010512W1,OAKWOOD ROAD / ST PAUL'S CHURCH_CC
490011150E,POUND COURT DRIVE_CR
490011150W,POUND COURT DRIVE_CA
490003659P,BARTLE AVENUE_P
490001220B,ORPINGTON STATION #_B
490001220A,ORPINGTON STATION #_A
490013818H,TUBBENDEN LANE_H
490014695E,WILLETT WAY_N
490014695N,WILLETT WAY_B
490003280W,ALTMORE AVENUE_T
490011154N,CHISLEHURST ROAD / POVEREST ROAD_D
490011154S,CHISLEHURST ROAD / POVEREST ROAD_L
490004022N,BIRCHWOOD ROAD_E
490004022E,BIRCHWOOD ROAD_K
490009067N,ST PAULS CRAY ROAD / LEESONS HILL_DA
490009067S,ST PAULS CRAY ROAD / LEESONS HILL_DB
490009572N,MANOR PARK ROAD
490009572S,MANOR PARK ROAD
490003280X,ALTMORE AVENUE_X
490006409S,EDEN PARK AVENUE_L
490009515N,MAINRIDGE ROAD_N
490009996N,MONTBELLE ROAD
490009996S,MONTBELLE ROAD
490013318E,FIVEWAYS_C
490013318W,FIVEWAYS_M
490001205A,NEW ELTHAM STATION # / FOOTSCRAY ROAD_F
490007684S,HALONS ROAD_FB
490005780S,CRITTALL'S CORNER_FR
490005780N,CRITTALL'S CORNER_FS
490009863N,SEVENOAKS WAY / MIDFIELD WAY_D
490009863S,MIDFIELD WAY_N
490014152N,WALSINGHAM ROAD_C
490014152S,WALSINGHAM ROAD_P
490013276N,BROOMWOOD ROAD_B
490013276S,BROOMWOOD ROAD_Q
490012606S,STATION APPROACH_R
490012410N,SPRINGVALE WAY_A
490010455SG,NUGENT RETAIL PARK_SG
490010455SJ,NUGENT RETAIL PARK_SJ
490012563SH,STANLEY WAY_SH
490012843W,ST OLAVE'S ROAD_S
490011155SV,KENT ROAD_SV
490011155ST,KENT ROAD_ST
490008209K,HILLCREST ROAD_K
490013749N,SEVENOAKS ROAD / TOWER ROAD_N
490013749S,SEVENOAKS ROAD / TOWER ROAD_D
490010639N,SEVENOAKS ROAD / CLOONMORE AVENUE_K
490010639E,SEVENOAKS ROAD / ORPINGTON HOSPITAL_E
490005748N,CRESCENT WAY_J
490005748S,CRESCENT WAY_G
490006755DE,GLENTRAMMON ROAD_D
490006755EF,GLENTRAMMON ROAD_E
490003506S,UNIVERSITY OF GREENWICH / SOUTHWOOD SITE
490004592W,BURGES ROAD_R
490006963S,CRYSTAL PALACE PARADE / FOUNTAIN DRIVE_T
490008872W,KNIGHTON PARK ROAD_R
490003368S,ARDLEY CLOSE_LX
490003368W,ARDLEY CLOSE_LW
490014652S,WICKHAM COURT ROAD
490014652F,WICKHAM COURT ROAD_F
490015416F,PARSONAGE LANE_M
490015416S,PARSONAGE LANE_J
490006757N,FARNBOROUGH PARK
490006757E,FARNBOROUGH PARK
490004592E,BURGES ROAD_V
490004143N,BOND STREET_N
490013388L,THE GREEN_L
490008203E,HILDA VALE ROAD_B
490008203W,HILDA VALE ROAD_R
490003615S,BARKING TESCO_Z
490006375W,EAST ROAD_EE
490006375E,PADNALL ROAD_EB
490002057A,MERTON PARK TRAM STOP >T<_MA
490014734A,ALEXANDRA ROAD / WIMBLEDON STN # <> >T<_A
490014734B,ALEXANDRA ROAD / WIMBLEDON STN # <> >T<_B
490014735N,WIMBLEDON MAGISTRATES COURT
490014735W,WIMBLEDON MAGISTRATES COURT
490012910E,STRATHEARN ROAD_HE
490012910W,STRATHEARN ROAD_HS
490003515E,AVONDALE ROAD_HF
490003515W,AVONDALE ROAD_HR
490011060D,PLOUGH LANE_HQ
490011030N,PITT CRESCENT_HH
490011030S,PITT CRESCENT_HP
490014736S2,WIMBLEDON PARK / ARTHUR ROAD_H
490014736S1,WIMBLEDON PARK / ARTHUR ROAD_R
490012939N,STROUD ROAD_J
490007311S,GORDONDALE ROAD_Q
490011537N,PENWITH ROAD_K
490010930S,PENWITH ROAD_R
490004485N,SOUTHFIELDS ACADEMY_J
490004485S,SOUTHFIELDS ACADEMY_P
490012532N,STANDEN ROAD_K
490012532S,STANDEN ROAD_N
490013493N,THE PARK TAVERN_L
490013493S,THE PARK TAVERN_M
490014744W,WIMBLEDON VILLAGE / RIDGWAY_H
490014744E,WIMBLEDON VILLAGE / RIDGWAY_N
490010433N,NORTHWOOD ROAD_F
490014741W,WIMBLEDON TELEPHONE EXCHANGE_J
490014741E,WIMBLEDON TELEPHONE EXCHANGE_M
490006419W,EDGE HILL_K
490006419E,EDGE HILL_L
490014531N,COPSE HILL / CHRIST CHURCH
490010932W,PEPYS ROAD
490010433S,NORTHWOOD ROAD_HQ
490003496W,AVENUE ROAD
490014397E,DURHAM ROAD_A
490013134E,SYDNEY ROAD_MQ
490013134W,SYDNEY ROAD_MR
490009412S,LOWER DOWNS ROAD_MS
490009412N,LOWER DOWNS ROAD_MP
490009834E,MERTON PARK BAPTIST CHURCH_MN
490003212N,ALEXANDRA PARK ROAD_CB
490009834W,MERTON PARK BAPTIST CHURCH_MJ
490004645W,MERTON MANSIONS_ML
490004645S,MERTON MANSIONS_MK
490004753W,ST JAMES CHURCH_G
490004753E,ST JAMES CHURCH_K
490003446W,ASHRIDGE WAY_F
490003446E,ASHRIDGE WAY_L
490001262B,SOUTH MERTON STATION #_E
490001262A,SOUTH MERTON STATION #_M
490011115W,LINKS AVENUE_D
490011115E,LINKS AVENUE_N
490012718HA,ST HELIER HOSPITAL_HA
490012718HB,ST HELIER HOSPITAL_HB
490014339N,WELBECK ROAD
490014339S,WELBECK ROAD
490010129N,MUSCHAMP ROAD_R
490010129S,MUSCHAMP ROAD_S
490011149N,POULTON AVENUE_P
490011149S,POULTON AVENUE_T
490014970N,WRYTHE RECREATION GROUND_N
490005509N,COLNEY HATCH LANE_CP
490014966S2,WRYTHE GREEN_U
490005599S2,CORBET CLOSE_H
490005599S1,CORBET CLOSE_N
490010270S,NIGHTINGALE CLOSE_J
490010270E,NIGHTINGALE CLOSE_M
490012915S,STRAWBERRY LANE_K
490012915N,STRAWBERRY LANE_L
490004564N,BUCKLERS WAY_J
490014966W,WRYTHE GREEN_D
490004819S,CARSHALTON COLLEGE_C
490005509S,COLNEY HATCH LANE_CS
490001051A,CARSHALTON STATION #_A
490001051B,CARSHALTON STATION #_B
490004823G,CARSHALTON PONDS_G
490004823C,CARSHALTON PONDS_C
490006892P,FOOTSCRAY RUGBY CLUB_G
490009155N,LILLIE ROAD_HQ
490006892N,FOOTSCRAY RUGBY CLUB_H
490013917T,UPHILL ROAD_T
490012752N,SUNNYFIELD
490012752S,SUNNYFIELD
490008201W2,HOLCOMBE HILL
490008201W1,HOLCOMBE HILL
490009901N,MILL HILL / THE RISING SUN
490009901S,MILL HILL / THE RISING SUN
490008062E,HENDON WOOD LANE
490008825N,GEORGE ROAD
490008062W,HENDON WOOD LANE
490014432E,WEST END HOUSE
490014432W,WEST END HOUSE
490012661E,TOTTERIDGE COMMON / MILL HILL
490012661W,TOTTERIDGE COMMON / MILL HILL
490006486E,ELLERN MEDE FARM
490006486W,ELLERN MEDE AND DENHAM FARMS
490009997E,HORSESHOE LANE
490008825S,GEORGE ROAD
490009997W,HORSESHOE LANE
490007343E,GRANGE AVENUE
490007343W,GRANGE AVENUE
490013742E,TOTTERIDGE WAR MEMORIAL
490013742W,TOTTERIDGE WAR MEMORIAL
490010609E,THE ORANGE TREE
490010609W,THE ORANGE TREE
490011007E,PINE GROVE
490010799NP,PARK ROAD_NP
490013741W,TOTTERIDGE GREEN
490009188E,LINKS DRIVE
490009188W,LINKS DRIVE
490009313E,LONGLAND DRIVE
490009313W,LONGLAND DRIVE
490000237A,TOTTERIDGE & WHETSTONE STATION <>_A
490000237B,TOTTERIDGE & WHETSTONE STATION <>_B
490007820E,HARMONDSWORTH LANE_P
490007820W,HARMONDSWORTH LANE_A
490004744N,CANDOVER CLOSE_N
490004744S,CANDOVER CLOSE_B
490003680N,SKYPORT DRIVE_M
490003680S,SKYPORT DRIVE_C
490014699V,WILLIAM PATTEN SCHOOL_V
490009035L,LEA BRIDGE ROUNDABOUT_L
490012840W2,STOKE NEWINGTON TOWN HALL
40004402013A,SCOTS CLOSE
40004402013B,SCOTS CLOSE
490003003N,STOKE NEWINGTON TOWN HALL
490008454F,MIDCROFT_F
490012721W2,STIRLING CORNER / BARNET ROAD_G
490012721E2,STIRLING CORNER / BARNET ROAD_E
490005432S2,CLISSOLD CRESCENT
490015548M,SWAN & SUGAR LOAF_M
490000219B,STANMORE STATION <>_B
490013584S,LITTLE COMMON
490011227E,PRIORY DRIVE
490011227W,PRIORY DRIVE
490007983E,HEATHBOURNE ROAD / BENTLEY PRIORY MUSEUM
490007983W,HEATHBOURNE ROAD / BENTLEY PRIORY MUSEUM
210021012020,COMMON ROAD
210021004860,COMMON ROAD
490005432S1,CLISSOLD CRESCENT_NS
490005524E,SHOREDITCH HIGH STREET STATION #_E
490012298S,SOUTHGATE ASDA_K
490012298N,SOUTHGATE ASDA_N
490009972S,MONKFRITH WAY_Q
490009972N,MONKFRITH WAY_T
490003660W,BARTON AVENUE_M
490003660E,BARTON AVENUE_A
490009647W,WITHAM ROAD_AQ
490009647E,MARGARET ROAD_AT
490006975N,FOXLEY HILL ROAD_N
490013020N,SUNNYDENE ROAD
40004410106C,COURT BUSHES ROAD
40004410113A,WELL FARM ROAD
490003934S,BERTHA JAMES DAY CENTRE_BA
490003934W,BERTHA JAMES DAY CENTRE_BJ
490005572S,COOMBEHURST CLOSE
490005572N,COOMBEHURST CLOSE
490000062F,EALING BROADWAY STATION <> #_F
490007287N,GOODMAYES HOSPITAL_N
490007287L,GOODMAYES HOSPITAL_L
490011181N,PRIESTLEY GARDENS
490011181S,PRIESTLEY GARDENS
490007286A,GOODMAYES HIGH ROAD_A
490007286B,GOODMAYES HIGH ROAD_B
490001117E,GOODMAYES STATION #_E
490001117F,GOODMAYES STATION #_F
490007465J,GREEN LANE_J
490007465K,GREEN LANE_K
490009793N,MELDRUM ROAD
490009793S,MELDRUM ROAD
490009100N,LEVETT GARDENS_UW
490009100S,LEVETT GARDENS_UY
490009629S,MAPLESTEAD ROAD_M
490009629N,STAMFORD ROAD_H
490014919S,WOODWARD ROAD_L
490004732E,CAMPSEY ROAD_K
490009060C,BURNT ASH ROAD / LEE ROAD_H
490004762W,CANONSLEIGH ROAD
490004762E,CANONSLEIGH ROAD
490003609E,STAMFORD ROAD / HEALTH CENTRE_EA
490009704F,MARTINS CORNER / WOOD LANE_SC
490009704E,MARTINS CORNER / WOOD LANE_NJ
490009179S1,LINDISFARNE ROAD_SB
490009179N1,LINDISFARNE ROAD_NK
490003759S,BECONTREE AVENUE_G
490003759N,BECONTREE AVENUE_A
490007462S,VALENCE AVENUE / GREEN LANE_F
490007462N,GREEN LANE_B
490009741S,KEMP ROAD_E
490009741N,MAYFIELD ROAD_C
490001055B,CHADWELL HEATH STATION #_B
490001055A,CHADWELL HEATH STATION #_A
490008638S,GREATFIELDS PARK_P
490008638N,GREATFIELDS PARK_N
490013219S,RIVER ROAD BUSINESS PARK
490013219N,THAMES ROAD
490009336N,RIVER ROAD / LONGREACH ROAD
490000256H,WEMBLEY CENTRAL STATION <> #_CS
